identifier,major_group,taxon_id,species,uniprot_id,InterPro_id
InterPro|IPR035076_A0A1U7U708|Carlito_syrichta,UPAR/Ly6 domain-containing protein,1868482,Carlito syrichta,A0A1U7U708,IPR035076
InterPro|IPR035076_A0A1U7UF73|Carlito_syrichta,UPAR/Ly6 domain-containing protein,1868482,Carlito syrichta,A0A1U7UF73,IPR035076
InterPro|IPR035076_A0A1U7V3D8|Carlito_syrichta,Snake toxin/toxin-like domain-containing protein,1868482,Carlito syrichta,A0A1U7V3D8,IPR035076
InterPro|IPR035076_A0A1U8CL48|Mesocricetus_auratus,UPAR/Ly6 domain-containing protein,10036,Mesocricetus auratus,A0A1U8CL48,IPR035076
InterPro|IPR035076_A0A1V4JVP8|Patagioenas_fasciata_monilis,UPAR/Ly6 domain-containing protein,372326,Patagioenas fasciata monilis,A0A1V4JVP8,IPR035076
InterPro|IPR035076_A0A1V4JVP9|Patagioenas_fasciata_monilis,UPAR/Ly6 domain-containing protein,372326,Patagioenas fasciata monilis,A0A1V4JVP9,IPR035076
InterPro|IPR035076_A0A1V4JVT0|Patagioenas_fasciata_monilis,UPAR/Ly6 domain-containing protein,372326,Patagioenas fasciata monilis,A0A1V4JVT0,IPR035076
InterPro|IPR035076_A0A212CE64|Cervus_elaphus_hippelaphus,UPAR/Ly6 domain-containing protein,46360,Cervus elaphus hippelaphus,A0A212CE64,IPR035076
InterPro|IPR035076_A0A212CE77|Cervus_elaphus_hippelaphus,UPAR/Ly6 domain-containing protein,46360,Cervus elaphus hippelaphus,A0A212CE77,IPR035076
InterPro|IPR035076_A0A218UGE7|Lonchura_striata_domestica,UPAR/Ly6 domain-containing protein,299123,Lonchura striata domestica,A0A218UGE7,IPR035076
InterPro|IPR035076_A0A218UH18|Lonchura_striata_domestica,Snake toxin/toxin-like domain-containing protein,299123,Lonchura striata domestica,A0A218UH18,IPR035076
InterPro|IPR035076_A0A226N036|Callipepla_squamata,UPAR/Ly6 domain-containing protein,9009,Callipepla squamata,A0A226N036,IPR035076
InterPro|IPR035076_A0A226N067|Callipepla_squamata,Snake toxin/toxin-like domain-containing protein,9009,Callipepla squamata,A0A226N067,IPR035076
InterPro|IPR035076_A0A226PDW5|Colinus_virginianus,UPAR/Ly6 domain-containing protein,9014,Colinus virginianus,A0A226PDW5,IPR035076
InterPro|IPR035076_A0A226PDY6|Colinus_virginianus,UPAR/Ly6 domain-containing protein,9014,Colinus virginianus,A0A226PDY6,IPR035076
InterPro|IPR035076_A0A226PEZ2|Colinus_virginianus,UPAR/Ly6 domain-containing protein,9014,Colinus virginianus,A0A226PEZ2,IPR035076
InterPro|IPR035076_A0A226PFN2|Colinus_virginianus,UPAR/Ly6 domain-containing protein,9014,Colinus virginianus,A0A226PFN2,IPR035076
InterPro|IPR035076_A0A250Y9E0|Castor_canadensis,UPAR/Ly6 domain-containing protein,51338,Castor canadensis,A0A250Y9E0,IPR035076
InterPro|IPR035076_A0A260Z2M6|Caenorhabditis_remanei,Snake toxin/toxin-like domain-containing protein,31234,Caenorhabditis remanei,A0A260Z2M6,IPR035076
InterPro|IPR035076_A0A260ZK47|Caenorhabditis_remanei,Snake toxin/toxin-like domain-containing protein,31234,Caenorhabditis remanei,A0A260ZK47,IPR035076
InterPro|IPR035076_A0A261AWN1|Caenorhabditis_latens,Snake toxin/toxin-like domain-containing protein,1503980,Caenorhabditis latens,A0A261AWN1,IPR035076
InterPro|IPR035076_A0A261C8U5|Caenorhabditis_latens,Snake toxin/toxin-like domain-containing protein,1503980,Caenorhabditis latens,A0A261C8U5,IPR035076
InterPro|IPR035076_A0A286XLH9|Cavia_porcellus,UPAR/Ly6 domain-containing protein,10141,Cavia porcellus,A0A286XLH9,IPR035076
InterPro|IPR035076_A0A287B109|Sus_scrofa,UPAR/Ly6 domain-containing protein,9823,Sus scrofa,A0A287B109,IPR035076
InterPro|IPR035076_A0A287BAC4|Sus_scrofa,UPAR/Ly6 domain-containing protein,9823,Sus scrofa,A0A287BAC4,IPR035076
InterPro|IPR035076_A0A287CXF4|Ictidomys_tridecemlineatus,UPAR/Ly6 domain-containing protein,43179,Ictidomys tridecemlineatus,A0A287CXF4,IPR035076
InterPro|IPR035076_A0A2A2K175|Diploscapter_pachys,Snake toxin/toxin-like domain-containing protein,2018661,Diploscapter pachys,A0A2A2K175,IPR035076
InterPro|IPR035076_A0A2A2KQL9|Diploscapter_pachys,Snake toxin/toxin-like domain-containing protein,2018661,Diploscapter pachys,A0A2A2KQL9,IPR035076
InterPro|IPR035076_A0A2A2LPJ7|Diploscapter_pachys,Snake toxin/toxin-like domain-containing protein,2018661,Diploscapter pachys,A0A2A2LPJ7,IPR035076
InterPro|IPR035076_A0A2A2LWG0|Diploscapter_pachys,Snake toxin/toxin-like domain-containing protein,2018661,Diploscapter pachys,A0A2A2LWG0,IPR035076
InterPro|IPR035076_A0A2A6BPG2|Pristionchus_pacificus,Snake toxin/toxin-like domain-containing protein,54126,Pristionchus pacificus,A0A2A6BPG2,IPR035076
InterPro|IPR035076_A0A2A6BX33|Pristionchus_pacificus,Snake toxin/toxin-like domain-containing protein,54126,Pristionchus pacificus,A0A2A6BX33,IPR035076
InterPro|IPR035076_A0A2D4H8R7|Micrurus_lemniscatus_lemniscatus,Snake toxin/toxin-like domain-containing protein,129467,Micrurus lemniscatus lemniscatus,A0A2D4H8R7,IPR035076
InterPro|IPR035076_A0A2D4H8V3|Micrurus_lemniscatus_lemniscatus,Snake toxin/toxin-like domain-containing protein,129467,Micrurus lemniscatus lemniscatus,A0A2D4H8V3,IPR035076
InterPro|IPR035076_A0A2D4HVB6|Micrurus_lemniscatus_lemniscatus,UPAR/Ly6 domain-containing protein,129467,Micrurus lemniscatus lemniscatus,A0A2D4HVB6,IPR035076
InterPro|IPR035076_A0A2D4JEH0|Micrurus_lemniscatus_lemniscatus,UPAR/Ly6 domain-containing protein,129467,Micrurus lemniscatus lemniscatus,A0A2D4JEH0,IPR035076
InterPro|IPR035076_A0A2D4M764|Micrurus_spixii,UPAR/Ly6 domain-containing protein,129469,Micrurus spixii,A0A2D4M764,IPR035076
InterPro|IPR035076_A0A2D4MS59|Micrurus_spixii,Snake toxin/toxin-like domain-containing protein,129469,Micrurus spixii,A0A2D4MS59,IPR035076
InterPro|IPR035076_A0A2D4P2Z1|Micrurus_surinamensis,Snake toxin/toxin-like domain-containing protein,129470,Micrurus surinamensis,A0A2D4P2Z1,IPR035076
InterPro|IPR035076_A0A2F0BC50|Eschrichtius_robustus,Snake toxin/toxin-like domain-containing protein,9764,Eschrichtius robustus,A0A2F0BC50,IPR035076
InterPro|IPR035076_A0A2F0BLK3|Eschrichtius_robustus,UPAR/Ly6 domain-containing protein,9764,Eschrichtius robustus,A0A2F0BLK3,IPR035076
InterPro|IPR035076_A0A2G5UGY6|Caenorhabditis_nigoni,Snake toxin/toxin-like domain-containing protein,1611254,Caenorhabditis nigoni,A0A2G5UGY6,IPR035076
InterPro|IPR035076_A0A2G5VKH8|Caenorhabditis_nigoni,Snake toxin/toxin-like domain-containing protein,1611254,Caenorhabditis nigoni,A0A2G5VKH8,IPR035076
InterPro|IPR035076_A0A2G9RB63|Lithobates_catesbeianus,UPAR/Ly6 domain-containing protein,8400,Lithobates catesbeianus,A0A2G9RB63,IPR035076
InterPro|IPR035076_A0A2G9U5I6|Teladorsagia_circumcincta,Snake toxin/toxin-like domain-containing protein,45464,Teladorsagia circumcincta,A0A2G9U5I6,IPR035076
InterPro|IPR035076_A0A2G9V2H3|Teladorsagia_circumcincta,Snake toxin/toxin-like domain-containing protein,45464,Teladorsagia circumcincta,A0A2G9V2H3,IPR035076
InterPro|IPR035076_A0A2H4N3E7|Bothrops_moojeni,Snake toxin/toxin-like domain-containing protein,98334,Bothrops moojeni,A0A2H4N3E7,IPR035076
InterPro|IPR035076_A0A2H6N490|Micrurus_lemniscatus_carvalhoi,Snake toxin/toxin-like domain-containing protein,129465,Micrurus lemniscatus carvalhoi,A0A2H6N490,IPR035076
InterPro|IPR035076_A0A2I0MWT2|Columba_livia,UPAR/Ly6 domain-containing protein,8932,Columba livia,A0A2I0MWT2,IPR035076
InterPro|IPR035076_A0A2I0MWT9|Columba_livia,Snake toxin/toxin-like domain-containing protein,8932,Columba livia,A0A2I0MWT9,IPR035076
InterPro|IPR035076_A0A2I0MWU2|Columba_livia,UPAR/Ly6 domain-containing protein,8932,Columba livia,A0A2I0MWU2,IPR035076
InterPro|IPR035076_A0A2I0MXZ3|Columba_livia,UPAR/Ly6 domain-containing protein,8932,Columba livia,A0A2I0MXZ3,IPR035076
InterPro|IPR035076_A0A2I0TLL8|Limosa_lapponica_baueri,Snake toxin/toxin-like domain-containing protein,1758121,Limosa lapponica baueri,A0A2I0TLL8,IPR035076
InterPro|IPR035076_A0A2I0TLQ1|Limosa_lapponica_baueri,UPAR/Ly6 domain-containing protein,1758121,Limosa lapponica baueri,A0A2I0TLQ1,IPR035076
InterPro|IPR035076_A0A2I0TVD9|Limosa_lapponica_baueri,Snake toxin/toxin-like domain-containing protein,1758121,Limosa lapponica baueri,A0A2I0TVD9,IPR035076
InterPro|IPR035076_A0A2I2Z8F6|Gorilla_gorilla_gorilla,UPAR/Ly6 domain-containing protein,9595,Gorilla gorilla gorilla,A0A2I2Z8F6,IPR035076
InterPro|IPR035076_A0A2I3HI63|Nomascus_leucogenys,UPAR/Ly6 domain-containing protein,61853,Nomascus leucogenys,A0A2I3HI63,IPR035076
InterPro|IPR035076_A0A2I3N4N8|Papio_anubis,UPAR/Ly6 domain-containing protein,9555,Papio anubis,A0A2I3N4N8,IPR035076
InterPro|IPR035076_A0A2J8R6V5|Pongo_abelii,UPAR/Ly6 domain-containing protein,9601,Pongo abelii,A0A2J8R6V5,IPR035076
InterPro|IPR035076_A0A2J8R6V8|Pongo_abelii,Snake toxin/toxin-like domain-containing protein,9601,Pongo abelii,A0A2J8R6V8,IPR035076
InterPro|IPR035076_A0A2K5C5Q1|Aotus_nancymaae,UPAR/Ly6 domain-containing protein,37293,Aotus nancymaae,A0A2K5C5Q1,IPR035076
InterPro|IPR035076_A0A2K5CL20|Aotus_nancymaae,UPAR/Ly6 domain-containing protein,37293,Aotus nancymaae,A0A2K5CL20,IPR035076
InterPro|IPR035076_A0A2K5CQN3|Aotus_nancymaae,Snake toxin/toxin-like domain-containing protein,37293,Aotus nancymaae,A0A2K5CQN3,IPR035076
InterPro|IPR035076_A0A2K5EV11|Aotus_nancymaae,UPAR/Ly6 domain-containing protein,37293,Aotus nancymaae,A0A2K5EV11,IPR035076
InterPro|IPR035076_A0A2K5JVN0|Colobus_angolensis_palliatus,UPAR/Ly6 domain-containing protein,336983,Colobus angolensis palliatus,A0A2K5JVN0,IPR035076
InterPro|IPR035076_A0A2K5KW88|Cercocebus_atys,UPAR/Ly6 domain-containing protein,9531,Cercocebus atys,A0A2K5KW88,IPR035076
InterPro|IPR035076_A0A2K5P862|Cercocebus_atys,UPAR/Ly6 domain-containing protein,9531,Cercocebus atys,A0A2K5P862,IPR035076
InterPro|IPR035076_A0A2K5PH04|Cebus_imitator,UPAR/Ly6 domain-containing protein,2715852,Cebus imitator,A0A2K5PH04,IPR035076
InterPro|IPR035076_A0A2K5R8S9|Cebus_imitator,UPAR/Ly6 domain-containing protein,2715852,Cebus imitator,A0A2K5R8S9,IPR035076
InterPro|IPR035076_A0A2K5S878|Cebus_imitator,UPAR/Ly6 domain-containing protein,2715852,Cebus imitator,A0A2K5S878,IPR035076
InterPro|IPR035076_A0A2K5W0X5|Macaca_fascicularis,UPAR/Ly6 domain-containing protein,9541,Macaca fascicularis,A0A2K5W0X5,IPR035076
InterPro|IPR035076_A0A2K5XFH3|Mandrillus_leucophaeus,UPAR/Ly6 domain-containing protein,9568,Mandrillus leucophaeus,A0A2K5XFH3,IPR035076
InterPro|IPR035076_A0A2K5ZTF0|Mandrillus_leucophaeus,UPAR/Ly6 domain-containing protein,9568,Mandrillus leucophaeus,A0A2K5ZTF0,IPR035076
InterPro|IPR035076_A0A2K6BZ37|Macaca_nemestrina,UPAR/Ly6 domain-containing protein,9545,Macaca nemestrina,A0A2K6BZ37,IPR035076
InterPro|IPR035076_A0A2K6DK19|Macaca_nemestrina,UPAR/Ly6 domain-containing protein,9545,Macaca nemestrina,A0A2K6DK19,IPR035076
InterPro|IPR035076_A0A2K6G435|Propithecus_coquereli,UPAR/Ly6 domain-containing protein,379532,Propithecus coquereli,A0A2K6G435,IPR035076
InterPro|IPR035076_A0A2K6G8R2|Propithecus_coquereli,UPAR/Ly6 domain-containing protein,379532,Propithecus coquereli,A0A2K6G8R2,IPR035076
InterPro|IPR035076_A0A2K6KBJ6|Rhinopithecus_bieti,UPAR/Ly6 domain-containing protein,61621,Rhinopithecus bieti,A0A2K6KBJ6,IPR035076
InterPro|IPR035076_A0A2K6KPA4|Rhinopithecus_bieti,UPAR/Ly6 domain-containing protein,61621,Rhinopithecus bieti,A0A2K6KPA4,IPR035076
InterPro|IPR035076_A0A2K6QBM7|Rhinopithecus_roxellana,UPAR/Ly6 domain-containing protein,61622,Rhinopithecus roxellana,A0A2K6QBM7,IPR035076
InterPro|IPR035076_A0A2K6SXN9|Saimiri_boliviensis_boliviensis,UPAR/Ly6 domain-containing protein,39432,Saimiri boliviensis boliviensis,A0A2K6SXN9,IPR035076
InterPro|IPR035076_A0A2K6UB95|Saimiri_boliviensis_boliviensis,Snake toxin/toxin-like domain-containing protein,39432,Saimiri boliviensis boliviensis,A0A2K6UB95,IPR035076
InterPro|IPR035076_A0A2L1DHC5|Passerina_cyanea,Snake toxin/toxin-like domain-containing protein,84843,Passerina cyanea,A0A2L1DHC5,IPR035076
InterPro|IPR035076_A0A2L1DHC8|Passer_domesticus,Snake toxin/toxin-like domain-containing protein,48849,Passer domesticus,A0A2L1DHC8,IPR035076
InterPro|IPR035076_A0A2L1DHD0|Fringilla_coelebs,Snake toxin/toxin-like domain-containing protein,37598,Fringilla coelebs,A0A2L1DHD0,IPR035076
InterPro|IPR035076_A0A2L1DHD1|Mimus_polyglottos,Snake toxin/toxin-like domain-containing protein,60713,Mimus polyglottos,A0A2L1DHD1,IPR035076
InterPro|IPR035076_A0A2L1DHD8|Sturnus_vulgaris,Snake toxin/toxin-like domain-containing protein,9172,Sturnus vulgaris,A0A2L1DHD8,IPR035076
InterPro|IPR035076_A0A2L1DHD9|Agelaius_phoeniceus,Snake toxin/toxin-like domain-containing protein,39638,Agelaius phoeniceus,A0A2L1DHD9,IPR035076
InterPro|IPR035076_A0A2L1DHE0|Agelaius_phoeniceus,Snake toxin/toxin-like domain-containing protein,39638,Agelaius phoeniceus,A0A2L1DHE0,IPR035076
InterPro|IPR035076_A0A2L1DHE1|Molothrus_ater,Snake toxin/toxin-like domain-containing protein,84834,Molothrus ater,A0A2L1DHE1,IPR035076
InterPro|IPR035076_A0A2L1DHE9|Poecile_atricapillus,Snake toxin/toxin-like domain-containing protein,48891,Poecile atricapillus,A0A2L1DHE9,IPR035076
InterPro|IPR035076_A0A2L1DHF2|Poecile_atricapillus,Snake toxin/toxin-like domain-containing protein,48891,Poecile atricapillus,A0A2L1DHF2,IPR035076
InterPro|IPR035076_A0A2P4SPP3|Bambusicola_thoracicus,UPAR/Ly6 domain-containing protein,9083,Bambusicola thoracicus,A0A2P4SPP3,IPR035076
InterPro|IPR035076_A0A2P4SSD7|Bambusicola_thoracicus,Snake toxin/toxin-like domain-containing protein,9083,Bambusicola thoracicus,A0A2P4SSD7,IPR035076
InterPro|IPR035076_A0A2P4T595|Bambusicola_thoracicus,UPAR/Ly6 domain-containing protein,9083,Bambusicola thoracicus,A0A2P4T595,IPR035076
InterPro|IPR035076_A0A2P4T5A1|Bambusicola_thoracicus,Snake toxin/toxin-like domain-containing protein,9083,Bambusicola thoracicus,A0A2P4T5A1,IPR035076
InterPro|IPR035076_A0A2P4VTG0|Caenorhabditis_remanei,Snake toxin/toxin-like domain-containing protein,31234,Caenorhabditis remanei,A0A2P4VTG0,IPR035076
InterPro|IPR035076_A0A2R8P619|Callithrix_jacchus,Snake toxin/toxin-like domain-containing protein,9483,Callithrix jacchus,A0A2R8P619,IPR035076
InterPro|IPR035076_A0A2R8ZM16|Pan_paniscus,UPAR/Ly6 domain-containing protein,9597,Pan paniscus,A0A2R8ZM16,IPR035076
InterPro|IPR035076_A0A2R9BDR1|Pan_paniscus,UPAR/Ly6 domain-containing protein,9597,Pan paniscus,A0A2R9BDR1,IPR035076
InterPro|IPR035076_A0A2U3V4C9|Tursiops_truncatus,UPAR/Ly6 domain-containing protein,9739,Tursiops truncatus,A0A2U3V4C9,IPR035076
InterPro|IPR035076_A0A2U3WB65|Odobenus_rosmarus_divergens,UPAR/Ly6 domain-containing protein,9708,Odobenus rosmarus divergens,A0A2U3WB65,IPR035076
InterPro|IPR035076_A0A2U3YRE4|Leptonychotes_weddellii,UPAR/Ly6 domain-containing protein,9713,Leptonychotes weddellii,A0A2U3YRE4,IPR035076
InterPro|IPR035076_A0A2U3YRF0|Leptonychotes_weddellii,UPAR/Ly6 domain-containing protein,9713,Leptonychotes weddellii,A0A2U3YRF0,IPR035076
InterPro|IPR035076_A0A2U3YU38|Leptonychotes_weddellii,Snake toxin/toxin-like domain-containing protein,9713,Leptonychotes weddellii,A0A2U3YU38,IPR035076
InterPro|IPR035076_A0A2Y9E5J5|Trichechus_manatus_latirostris,UPAR/Ly6 domain-containing protein,127582,Trichechus manatus latirostris,A0A2Y9E5J5,IPR035076
InterPro|IPR035076_A0A2Y9E5M7|Trichechus_manatus_latirostris,UPAR/Ly6 domain-containing protein,127582,Trichechus manatus latirostris,A0A2Y9E5M7,IPR035076
InterPro|IPR035076_A0A2Y9FBI7|Physeter_macrocephalus,UPAR/Ly6 domain-containing protein,9755,Physeter macrocephalus,A0A2Y9FBI7,IPR035076
InterPro|IPR035076_A0A2Y9FBS2|Physeter_macrocephalus,UPAR/Ly6 domain-containing protein,9755,Physeter macrocephalus,A0A2Y9FBS2,IPR035076
InterPro|IPR035076_A0A2Y9GXX0|Neomonachus_schauinslandi,UPAR/Ly6 domain-containing protein,29088,Neomonachus schauinslandi,A0A2Y9GXX0,IPR035076
InterPro|IPR035076_A0A2Y9H3L3|Neomonachus_schauinslandi,UPAR/Ly6 domain-containing protein,29088,Neomonachus schauinslandi,A0A2Y9H3L3,IPR035076
InterPro|IPR035076_A0A2Y9JAL2|Enhydra_lutris_kenyoni,UPAR/Ly6 domain-containing protein,391180,Enhydra lutris kenyoni,A0A2Y9JAL2,IPR035076
InterPro|IPR035076_A0A2Y9JB28|Enhydra_lutris_kenyoni,UPAR/Ly6 domain-containing protein,391180,Enhydra lutris kenyoni,A0A2Y9JB28,IPR035076
InterPro|IPR035076_A0A2Y9JDG9|Enhydra_lutris_kenyoni,UPAR/Ly6 domain-containing protein,391180,Enhydra lutris kenyoni,A0A2Y9JDG9,IPR035076
InterPro|IPR035076_A0A2Y9JIQ7|Enhydra_lutris_kenyoni,UPAR/Ly6 domain-containing protein,391180,Enhydra lutris kenyoni,A0A2Y9JIQ7,IPR035076
InterPro|IPR035076_A0A2Y9JIU7|Enhydra_lutris_kenyoni,UPAR/Ly6 domain-containing protein,391180,Enhydra lutris kenyoni,A0A2Y9JIU7,IPR035076
InterPro|IPR035076_A0A2Y9LNC7|Delphinapterus_leucas,UPAR/Ly6 domain-containing protein,9749,Delphinapterus leucas,A0A2Y9LNC7,IPR035076
InterPro|IPR035076_A0A2Y9LR86|Delphinapterus_leucas,UPAR/Ly6 domain-containing protein,9749,Delphinapterus leucas,A0A2Y9LR86,IPR035076
InterPro|IPR035076_A0A2Z4N9R7|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9R7,IPR035076
InterPro|IPR035076_A0A2Z4N9U3|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9U3,IPR035076
InterPro|IPR035076_A0A2Z4N9U6|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9U6,IPR035076
InterPro|IPR035076_A0A2Z4N9V0|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9V0,IPR035076
InterPro|IPR035076_A0A2Z4N9W8|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9W8,IPR035076
InterPro|IPR035076_A0A2Z4N9Y9|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9Y9,IPR035076
InterPro|IPR035076_A0A2Z4N9Z2|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9Z2,IPR035076
InterPro|IPR035076_A0A2Z4N9Z6|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4N9Z6,IPR035076
InterPro|IPR035076_A0A2Z4NA13|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4NA13,IPR035076
InterPro|IPR035076_A0A2Z4NA19|Boiga_irregularis,Snake toxin/toxin-like domain-containing protein,92519,Boiga irregularis,A0A2Z4NA19,IPR035076
InterPro|IPR035076_A0A315WD34|Gambusia_affinis,UPAR/Ly6 domain-containing protein,33528,Gambusia affinis,A0A315WD34,IPR035076
InterPro|IPR035076_A0A337RWP8|Felis_catus,UPAR/Ly6 domain-containing protein,9685,Felis catus,A0A337RWP8,IPR035076
InterPro|IPR035076_A0A340XZ76|Lipotes_vexillifer,UPAR/Ly6 domain-containing protein,118797,Lipotes vexillifer,A0A340XZ76,IPR035076
InterPro|IPR035076_A0A341B2Q2|Neophocaena_asiaeorientalis_asiaeorientalis,UPAR/Ly6 domain-containing protein,1706337,Neophocaena asiaeorientalis asiaeorientalis,A0A341B2Q2,IPR035076
InterPro|IPR035076_A0A341B4E4|Neophocaena_asiaeorientalis_asiaeorientalis,UPAR/Ly6 domain-containing protein,1706337,Neophocaena asiaeorientalis asiaeorientalis,A0A341B4E4,IPR035076
InterPro|IPR035076_A0A346CIA8|Spilotes_sulphureus,Snake toxin/toxin-like domain-containing protein,1899469,Spilotes sulphureus,A0A346CIA8,IPR035076
InterPro|IPR035076_A0A368FPY0|Ancylostoma_caninum,Snake toxin/toxin-like domain-containing protein,29170,Ancylostoma caninum,A0A368FPY0,IPR035076
InterPro|IPR035076_A0A383YVW3|Balaenoptera_acutorostrata_scammoni,UPAR/Ly6 domain-containing protein,310752,Balaenoptera acutorostrata scammoni,A0A383YVW3,IPR035076
InterPro|IPR035076_A0A384CS19|Ursus_maritimus,UPAR/Ly6 domain-containing protein,29073,Ursus maritimus,A0A384CS19,IPR035076
InterPro|IPR035076_A0A3B5LYA3|Xiphophorus_couchianus,UPAR/Ly6 domain-containing protein,32473,Xiphophorus couchianus,A0A3B5LYA3,IPR035076
InterPro|IPR035076_A0A3B5MB32|Xiphophorus_couchianus,UPAR/Ly6 domain-containing protein,32473,Xiphophorus couchianus,A0A3B5MB32,IPR035076
InterPro|IPR035076_A0A3B5R0A1|Xiphophorus_maculatus,UPAR/Ly6 domain-containing protein,8083,Xiphophorus maculatus,A0A3B5R0A1,IPR035076
InterPro|IPR035076_A0A3L8T114|Chloebia_gouldiae,UPAR/Ly6 domain-containing protein,44316,Chloebia gouldiae,A0A3L8T114,IPR035076
InterPro|IPR035076_A0A3L8T146|Chloebia_gouldiae,UPAR/Ly6 domain-containing protein,44316,Chloebia gouldiae,A0A3L8T146,IPR035076
InterPro|IPR035076_A0A3L8T1I0|Chloebia_gouldiae,UPAR/Ly6 domain-containing protein,44316,Chloebia gouldiae,A0A3L8T1I0,IPR035076
InterPro|IPR035076_A0A3L8T1I3|Chloebia_gouldiae,UPAR/Ly6 domain-containing protein,44316,Chloebia gouldiae,A0A3L8T1I3,IPR035076
InterPro|IPR035076_A0A3M0KNA8|Hirundo_rustica_rustica,UPAR/Ly6 domain-containing protein,333673,Hirundo rustica rustica,A0A3M0KNA8,IPR035076
InterPro|IPR035076_A0A3M0KNA9|Hirundo_rustica_rustica,UPAR/Ly6 domain-containing protein,333673,Hirundo rustica rustica,A0A3M0KNA9,IPR035076
InterPro|IPR035076_A0A3M0KNS9|Hirundo_rustica_rustica,UPAR/Ly6 domain-containing protein,333673,Hirundo rustica rustica,A0A3M0KNS9,IPR035076
InterPro|IPR035076_A0A3M0KTJ0|Hirundo_rustica_rustica,UPAR/Ly6 domain-containing protein,333673,Hirundo rustica rustica,A0A3M0KTJ0,IPR035076
InterPro|IPR035076_A0A3M7PIG9|Brachionus_plicatilis,Snake toxin/toxin-like domain-containing protein,10195,Brachionus plicatilis,A0A3M7PIG9,IPR035076
InterPro|IPR035076_A0A3M7PKT0|Brachionus_plicatilis,UPAR/Ly6 domain-containing protein,10195,Brachionus plicatilis,A0A3M7PKT0,IPR035076
InterPro|IPR035076_A0A3M7Q6P4|Brachionus_plicatilis,Snake toxin/toxin-like domain-containing protein,10195,Brachionus plicatilis,A0A3M7Q6P4,IPR035076
InterPro|IPR035076_A0A3N0YV41|Anabarilius_grahami,UPAR/Ly6 domain-containing protein,495550,Anabarilius grahami,A0A3N0YV41,IPR035076
