Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A2G9V2H3	unreviewed	Snake toxin/toxin-like domain-containing protein	45464	Teladorsagia circumcincta	109	IPR035076	59..100
A0A2H4N3E7	unreviewed	Snake toxin/toxin-like domain-containing protein	98334	Bothrops moojeni	91	IPR035076	22..90
A0A2H6N490	unreviewed	Snake toxin/toxin-like domain-containing protein	129465	Micrurus lemniscatus carvalhoi	109	IPR035076	47..108
A0A2I0MWT2	unreviewed	UPAR/Ly6 domain-containing protein	8932	Columba livia	122	IPR035076	23..92
A0A2I0MWT9	unreviewed	Snake toxin/toxin-like domain-containing protein	8932	Columba livia	113	IPR035076	27..83
A0A2I0MWU2	unreviewed	UPAR/Ly6 domain-containing protein	8932	Columba livia	125	IPR035076	20..95
A0A2I0MXZ3	unreviewed	UPAR/Ly6 domain-containing protein	8932	Columba livia	126	IPR035076	23..96
A0A2I0TLL8	unreviewed	Snake toxin/toxin-like domain-containing protein	1758121	Limosa lapponica baueri	151	IPR035076	20..55,87..121
A0A2I0TLQ1	unreviewed	UPAR/Ly6 domain-containing protein	1758121	Limosa lapponica baueri	221	IPR035076	127..158
A0A2I0TVD9	unreviewed	Snake toxin/toxin-like domain-containing protein	1758121	Limosa lapponica baueri	86	IPR035076	21..56
A0A2I2Z8F6	unreviewed	UPAR/Ly6 domain-containing protein	9595	Gorilla gorilla gorilla	116	IPR035076	21..92
A0A2I3HI63	unreviewed	UPAR/Ly6 domain-containing protein	61853	Nomascus leucogenys	116	IPR035076	21..92
A0A2I3N4N8	unreviewed	UPAR/Ly6 domain-containing protein	9555	Papio anubis	116	IPR035076	21..92
A0A2J8R6V5	unreviewed	UPAR/Ly6 domain-containing protein	9601	Pongo abelii	116	IPR035076	21..92
A0A2J8R6V8	unreviewed	Snake toxin/toxin-like domain-containing protein	9601	Pongo abelii	82	IPR035076	21..70
A0A2K5C5Q1	unreviewed	UPAR/Ly6 domain-containing protein	37293	Aotus nancymaae	116	IPR035076	21..92
A0A2K5CL20	unreviewed	UPAR/Ly6 domain-containing protein	37293	Aotus nancymaae	127	IPR035076	28..100
A0A2K5CQN3	unreviewed	Snake toxin/toxin-like domain-containing protein	37293	Aotus nancymaae	70	IPR035076	20..60
A0A2K5EV11	unreviewed	UPAR/Ly6 domain-containing protein	37293	Aotus nancymaae	127	IPR035076	19..95
A0A2K5JVN0	unreviewed	UPAR/Ly6 domain-containing protein	336983	Colobus angolensis palliatus	116	IPR035076	21..92
A0A2K5KW88	unreviewed	UPAR/Ly6 domain-containing protein	9531	Cercocebus atys	118	IPR035076	23..94
A0A2K5P862	unreviewed	UPAR/Ly6 domain-containing protein	9531	Cercocebus atys	127	IPR035076	28..100
A0A2K5PH04	unreviewed	UPAR/Ly6 domain-containing protein	2715852	Cebus imitator	130	IPR035076	27..103
A0A2K5R8S9	unreviewed	UPAR/Ly6 domain-containing protein	2715852	Cebus imitator	116	IPR035076	21..92
A0A2K5S878	unreviewed	UPAR/Ly6 domain-containing protein	2715852	Cebus imitator	123	IPR035076	21..93
A0A2K5W0X5	unreviewed	UPAR/Ly6 domain-containing protein	9541	Macaca fascicularis	127	IPR035076	28..100
A0A2K5XFH3	unreviewed	UPAR/Ly6 domain-containing protein	9568	Mandrillus leucophaeus	127	IPR035076	28..100
A0A2K5ZTF0	unreviewed	UPAR/Ly6 domain-containing protein	9568	Mandrillus leucophaeus	116	IPR035076	21..92
A0A2K6BZ37	unreviewed	UPAR/Ly6 domain-containing protein	9545	Macaca nemestrina	118	IPR035076	23..94
A0A2K6DK19	unreviewed	UPAR/Ly6 domain-containing protein	9545	Macaca nemestrina	127	IPR035076	28..100
A0A2K6G435	unreviewed	UPAR/Ly6 domain-containing protein	379532	Propithecus coquereli	127	IPR035076	27..100
A0A2K6G8R2	unreviewed	UPAR/Ly6 domain-containing protein	379532	Propithecus coquereli	116	IPR035076	21..92
A0A2K6KBJ6	unreviewed	UPAR/Ly6 domain-containing protein	61621	Rhinopithecus bieti	116	IPR035076	21..92
A0A2K6KPA4	unreviewed	UPAR/Ly6 domain-containing protein	61621	Rhinopithecus bieti	126	IPR035076	28..100
A0A2K6QBM7	unreviewed	UPAR/Ly6 domain-containing protein	61622	Rhinopithecus roxellana	116	IPR035076	21..92
A0A2K6SXN9	unreviewed	UPAR/Ly6 domain-containing protein	39432	Saimiri boliviensis boliviensis	130	IPR035076	31..103
A0A2K6UB95	unreviewed	Snake toxin/toxin-like domain-containing protein	39432	Saimiri boliviensis boliviensis	67	IPR035076	20..57
A0A2L1DHC5	unreviewed	Snake toxin/toxin-like domain-containing protein	84843	Passerina cyanea	38	IPR035076	6..38
A0A2L1DHC8	unreviewed	Snake toxin/toxin-like domain-containing protein	48849	Passer domesticus	38	IPR035076	6..38
A0A2L1DHD0	unreviewed	Snake toxin/toxin-like domain-containing protein	37598	Fringilla coelebs	38	IPR035076	6..38
A0A2L1DHD1	unreviewed	Snake toxin/toxin-like domain-containing protein	60713	Mimus polyglottos	38	IPR035076	7..38
A0A2L1DHD8	unreviewed	Snake toxin/toxin-like domain-containing protein	9172	Sturnus vulgaris	38	IPR035076	7..38
A0A2L1DHD9	unreviewed	Snake toxin/toxin-like domain-containing protein	39638	Agelaius phoeniceus	38	IPR035076	6..38
A0A2L1DHE0	unreviewed	Snake toxin/toxin-like domain-containing protein	39638	Agelaius phoeniceus	38	IPR035076	3..35
A0A2L1DHE1	unreviewed	Snake toxin/toxin-like domain-containing protein	84834	Molothrus ater	38	IPR035076	6..38
A0A2L1DHE9	unreviewed	Snake toxin/toxin-like domain-containing protein	48891	Poecile atricapillus	38	IPR035076	7..38
A0A2L1DHF2	unreviewed	Snake toxin/toxin-like domain-containing protein	48891	Poecile atricapillus	38	IPR035076	2..33
A0A2P4SPP3	unreviewed	UPAR/Ly6 domain-containing protein	9083	Bambusicola thoracicus	106	IPR035076	2..76
A0A2P4SSD7	unreviewed	Snake toxin/toxin-like domain-containing protein	9083	Bambusicola thoracicus	74	IPR035076	2..62
A0A2P4T595	unreviewed	UPAR/Ly6 domain-containing protein	9083	Bambusicola thoracicus	126	IPR035076	21..96
A0A2P4T5A1	unreviewed	Snake toxin/toxin-like domain-containing protein	9083	Bambusicola thoracicus	86	IPR035076	24..56
A0A2P4VTG0	unreviewed	Snake toxin/toxin-like domain-containing protein	31234	Caenorhabditis remanei	176	IPR035076	57..114
A0A2R8P619	unreviewed	Snake toxin/toxin-like domain-containing protein	9483	Callithrix jacchus	67	IPR035076	20..53
A0A2R8ZM16	unreviewed	UPAR/Ly6 domain-containing protein	9597	Pan paniscus	125	IPR035076	28..100
A0A2R9BDR1	unreviewed	UPAR/Ly6 domain-containing protein	9597	Pan paniscus	116	IPR035076	21..92
A0A2U3V4C9	unreviewed	UPAR/Ly6 domain-containing protein	9739	Tursiops truncatus	114	IPR035076	21..92
A0A2U3WB65	unreviewed	UPAR/Ly6 domain-containing protein	9708	Odobenus rosmarus divergens	116	IPR035076	21..92
A0A2U3YRE4	unreviewed	UPAR/Ly6 domain-containing protein	9713	Leptonychotes weddellii	116	IPR035076	21..92
A0A2U3YRF0	unreviewed	UPAR/Ly6 domain-containing protein	9713	Leptonychotes weddellii	128	IPR035076	28..101
A0A2U3YU38	unreviewed	Snake toxin/toxin-like domain-containing protein	9713	Leptonychotes weddellii	77	IPR035076	9..46
A0A2Y9E5J5	unreviewed	UPAR/Ly6 domain-containing protein	127582	Trichechus manatus latirostris	131	IPR035076	24..100
A0A2Y9E5M7	unreviewed	UPAR/Ly6 domain-containing protein	127582	Trichechus manatus latirostris	116	IPR035076	21..92
A0A2Y9FBI7	unreviewed	UPAR/Ly6 domain-containing protein	9755	Physeter macrocephalus	114	IPR035076	21..92
A0A2Y9FBS2	unreviewed	UPAR/Ly6 domain-containing protein	9755	Physeter macrocephalus	128	IPR035076	21..93
A0A2Y9GXX0	unreviewed	UPAR/Ly6 domain-containing protein	29088	Neomonachus schauinslandi	116	IPR035076	21..92
A0A2Y9H3L3	unreviewed	UPAR/Ly6 domain-containing protein	29088	Neomonachus schauinslandi	128	IPR035076	28..101
A0A2Y9JAL2	unreviewed	UPAR/Ly6 domain-containing protein	391180	Enhydra lutris kenyoni	123	IPR035076	22..92
A0A2Y9JB28	unreviewed	UPAR/Ly6 domain-containing protein	391180	Enhydra lutris kenyoni	116	IPR035076	21..92
A0A2Y9JDG9	unreviewed	UPAR/Ly6 domain-containing protein	391180	Enhydra lutris kenyoni	131	IPR035076	21..93
A0A2Y9JIQ7	unreviewed	UPAR/Ly6 domain-containing protein	391180	Enhydra lutris kenyoni	128	IPR035076	28..101
A0A2Y9JIU7	unreviewed	UPAR/Ly6 domain-containing protein	391180	Enhydra lutris kenyoni	120	IPR035076	21..89
A0A2Y9LNC7	unreviewed	UPAR/Ly6 domain-containing protein	9749	Delphinapterus leucas	114	IPR035076	21..92
A0A2Y9LR86	unreviewed	UPAR/Ly6 domain-containing protein	9749	Delphinapterus leucas	128	IPR035076	21..93
A0A2Z4N9R7	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	103	IPR035076	35..101
A0A2Z4N9U3	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	103	IPR035076	35..101
A0A2Z4N9U6	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	111	IPR035076	44..109
A0A2Z4N9V0	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	122	IPR035076	54..120
A0A2Z4N9W8	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	103	IPR035076	35..101
A0A2Z4N9Y9	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	111	IPR035076	44..109
A0A2Z4N9Z2	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	110	IPR035076	44..108
A0A2Z4N9Z6	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	115	IPR035076	47..113
A0A2Z4NA13	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	103	IPR035076	35..101
A0A2Z4NA19	unreviewed	Snake toxin/toxin-like domain-containing protein	92519	Boiga irregularis	91	IPR035076	21..90
A0A315WD34	unreviewed	UPAR/Ly6 domain-containing protein	33528	Gambusia affinis	168	IPR035076	97..163
A0A337RWP8	unreviewed	UPAR/Ly6 domain-containing protein	9685	Felis catus	218	IPR035076	123..194
A0A340XZ76	unreviewed	UPAR/Ly6 domain-containing protein	118797	Lipotes vexillifer	114	IPR035076	21..92
A0A341B2Q2	unreviewed	UPAR/Ly6 domain-containing protein	1706337	Neophocaena asiaeorientalis asiaeorientalis	114	IPR035076	21..92
A0A341B4E4	unreviewed	UPAR/Ly6 domain-containing protein	1706337	Neophocaena asiaeorientalis asiaeorientalis	128	IPR035076	21..93
A0A346CIA8	unreviewed	Snake toxin/toxin-like domain-containing protein	1899469	Spilotes sulphureus	91	IPR035076	21..90
A0A346CIB4	unreviewed	Snake toxin/toxin-like domain-containing protein	1899469	Spilotes sulphureus	107	IPR035076	44..105
A0A346CIB5	unreviewed	Snake toxin/toxin-like domain-containing protein	1899469	Spilotes sulphureus	107	IPR035076	43..105
A0A368FPY0	unreviewed	Snake toxin/toxin-like domain-containing protein	29170	Ancylostoma caninum	118	IPR035076	10..81
A0A383YVW3	unreviewed	UPAR/Ly6 domain-containing protein	310752	Balaenoptera acutorostrata scammoni	114	IPR035076	21..92
A0A384CS19	unreviewed	UPAR/Ly6 domain-containing protein	29073	Ursus maritimus	114	IPR035076	21..92
A0A3B5LYA3	unreviewed	UPAR/Ly6 domain-containing protein	32473	Xiphophorus couchianus	174	IPR035076	80..151
A0A3B5MB32	unreviewed	UPAR/Ly6 domain-containing protein	32473	Xiphophorus couchianus	173	IPR035076	65..132
A0A3B5R0A1	unreviewed	UPAR/Ly6 domain-containing protein	8083	Xiphophorus maculatus	175	IPR035076	81..152
A0A3L8T114	unreviewed	UPAR/Ly6 domain-containing protein	44316	Chloebia gouldiae	109	IPR035076	22..97
A0A3L8T146	unreviewed	UPAR/Ly6 domain-containing protein	44316	Chloebia gouldiae	126	IPR035076	22..96
A0A3L8T1I0	unreviewed	UPAR/Ly6 domain-containing protein	44316	Chloebia gouldiae	126	IPR035076	23..96
A0A3L8T1I3	unreviewed	UPAR/Ly6 domain-containing protein	44316	Chloebia gouldiae	122	IPR035076	21..92
A0A3M0KNA8	unreviewed	UPAR/Ly6 domain-containing protein	333673	Hirundo rustica rustica	126	IPR035076	23..96
A0A3M0KNA9	unreviewed	UPAR/Ly6 domain-containing protein	333673	Hirundo rustica rustica	451	IPR035076	22..92
A0A3M0KNS9	unreviewed	UPAR/Ly6 domain-containing protein	333673	Hirundo rustica rustica	126	IPR035076	22..96
A0A3M0KTJ0	unreviewed	UPAR/Ly6 domain-containing protein	333673	Hirundo rustica rustica	127	IPR035076	22..97
A0A3M7PIG9	unreviewed	Snake toxin/toxin-like domain-containing protein	10195	Brachionus plicatilis	121	IPR035076	25..96
A0A3M7PKT0	unreviewed	UPAR/Ly6 domain-containing protein	10195	Brachionus plicatilis	117	IPR035076	23..92
A0A3M7Q6P4	unreviewed	Snake toxin/toxin-like domain-containing protein	10195	Brachionus plicatilis	119	IPR035076	24..94
A0A3N0YV41	unreviewed	UPAR/Ly6 domain-containing protein	495550	Anabarilius grahami	235	IPR035076	111..179
A0A3N0YV69	unreviewed	UPAR/Ly6 domain-containing protein	495550	Anabarilius grahami	140	IPR035076	63..129
A0A3P7IUE3	unreviewed	Snake toxin/toxin-like domain-containing protein	40348	Strongylus vulgaris	89	IPR035076	24..77
A0A3P7Q1J0	unreviewed	Snake toxin/toxin-like domain-containing protein	318479	Dracunculus medinensis	158	IPR035076	35..96
A0A3P9N8U6	unreviewed	UPAR/Ly6 domain-containing protein	8081	Poecilia reticulata	208	IPR035076	119..185
A0A3P9P1D9	unreviewed	UPAR/Ly6 domain-containing protein	8081	Poecilia reticulata	208	IPR035076	116..186
A0A3Q2HTJ0	unreviewed	UPAR/Ly6 domain-containing protein	9796	Equus caballus	292	IPR035076	197..268
A0A3Q2I773	unreviewed	UPAR/Ly6 domain-containing protein	9796	Equus caballus	363	IPR035076	238..317
A0A3Q2L1G7	unreviewed	UPAR/Ly6 domain-containing protein	9796	Equus caballus	126	IPR035076	27..100
A0A3Q7QDY9	unreviewed	UPAR/Ly6 domain-containing protein	34884	Callorhinus ursinus	127	IPR035076	27..100
A0A3Q7QFP3	unreviewed	UPAR/Ly6 domain-containing protein	34884	Callorhinus ursinus	159	IPR035076	64..135
A0A3Q7QGI3	unreviewed	Snake toxin/toxin-like domain-containing protein	34884	Callorhinus ursinus	103	IPR035076	26..101
A0A3Q7R3H1	unreviewed	UPAR/Ly6 domain-containing protein	9627	Vulpes vulpes	116	IPR035076	21..92
A0A3Q7RFA1	unreviewed	UPAR/Ly6 domain-containing protein	9627	Vulpes vulpes	130	IPR035076	30..103
A0A452CQ16	unreviewed	UPAR/Ly6 domain-containing protein	310752	Balaenoptera acutorostrata scammoni	194	IPR035076	87..159
A0A452EJA0	unreviewed	UPAR/Ly6 domain-containing protein	9925	Capra hircus	116	IPR035076	21..92
A0A452H3Z6	unreviewed	UPAR/Ly6 domain-containing protein	38772	Gopherus agassizii	116	IPR035076	18..87
A0A452H461	unreviewed	UPAR/Ly6 domain-containing protein	38772	Gopherus agassizii	120	IPR035076	17..93
A0A452H4A4	unreviewed	Snake toxin/toxin-like domain-containing protein	38772	Gopherus agassizii	127	IPR035076	22..98
A0A452I250	unreviewed	UPAR/Ly6 domain-containing protein	38772	Gopherus agassizii	126	IPR035076	23..96
A0A452I274	unreviewed	UPAR/Ly6 domain-containing protein	38772	Gopherus agassizii	126	IPR035076	21..96
A0A452ILP5	unreviewed	UPAR/Ly6 domain-containing protein	38772	Gopherus agassizii	137	IPR035076	22..95
A0A452ILU8	unreviewed	UPAR/Ly6 domain-containing protein	38772	Gopherus agassizii	133	IPR035076	22..97
A0A452RVP3	unreviewed	UPAR/Ly6 domain-containing protein	9643	Ursus americanus	127	IPR035076	27..100
A0A452RVV5	unreviewed	UPAR/Ly6 domain-containing protein	9643	Ursus americanus	114	IPR035076	21..92
A0A452V3N4	unreviewed	UPAR/Ly6 domain-containing protein	29073	Ursus maritimus	126	IPR035076	26..99
A0A452V3R0	unreviewed	UPAR/Ly6 domain-containing protein	29073	Ursus maritimus	130	IPR035076	30..103
A0A481MQJ6	unreviewed	Snake toxin/toxin-like domain-containing protein	46286	Boiga dendrophila	105	IPR035076	33..101
A0A484GPZ7	unreviewed	UPAR/Ly6 domain-containing protein	103600	Sousa chinensis	114	IPR035076	21..92
A0A484GQV8	unreviewed	Snake toxin/toxin-like domain-containing protein	103600	Sousa chinensis	173	IPR035076	60..134
A0A485PX75	unreviewed	UPAR/Ly6 domain-containing protein	191816	Lynx pardinus	128	IPR035076	28..101
A0A493TX52	unreviewed	UPAR/Ly6 domain-containing protein	8840	Anas platyrhynchos platyrhynchos	126	IPR035076	21..96
A0A493TZM5	unreviewed	UPAR/Ly6 domain-containing protein	8840	Anas platyrhynchos platyrhynchos	142	IPR035076	22..96
A0A498LT07	unreviewed	Snake toxin/toxin-like domain-containing protein	84645	Labeo rohita	133	IPR035076	37..112
A0A498MKX1	unreviewed	UPAR/Ly6 domain-containing protein	84645	Labeo rohita	1451	IPR035076	1..42,57..122
A0A498NGS1	unreviewed	UPAR/Ly6 domain-containing protein	84645	Labeo rohita	539	IPR035076	243..308,323..388
A0A4D9E3P7	unreviewed	UPAR/Ly6 domain-containing protein	55544	Platysternon megacephalum	123	IPR035076	22..94
A0A4E9F6G7	unreviewed	Snake toxin/toxin-like domain-containing protein	6279	Brugia malayi	124	IPR035076	25..85
A0A4S2L018	unreviewed	Snake toxin/toxin-like domain-containing protein	147828	Opisthorchis felineus	115	IPR035076	40..91
A0A4U1F4M5	unreviewed	UPAR/Ly6 domain-containing protein	40151	Monodon monoceros	225	IPR035076	14..85
A0A4U1F4W8	unreviewed	UPAR/Ly6 domain-containing protein	40151	Monodon monoceros	158	IPR035076	51..123
A0A4U5MQN2	unreviewed	Snake toxin/toxin-like domain-containing protein	34508	Steinernema carpocapsae	153	IPR035076	57..114
A0A4W2C2V3	unreviewed	UPAR/Ly6 domain-containing protein	30522	Bos indicus x Bos taurus	125	IPR035076	21..93
A0A4W2C5H3	unreviewed	UPAR/Ly6 domain-containing protein	30522	Bos indicus x Bos taurus	116	IPR035076	21..92
A0A4W2CL51	unreviewed	UPAR/Ly6 domain-containing protein	30522	Bos indicus x Bos taurus	128	IPR035076	27..100
A0A4W2F4W1	unreviewed	UPAR/Ly6 domain-containing protein	30522	Bos indicus x Bos taurus	125	IPR035076	21..93
A0A4X1SDC1	unreviewed	UPAR/Ly6 domain-containing protein	9823	Sus scrofa	154	IPR035076	59..130
A0A4X1SDC5	unreviewed	UPAR/Ly6 domain-containing protein	9823	Sus scrofa	127	IPR035076	27..100
A0A4X2K2K4	unreviewed	Snake toxin/toxin-like domain-containing protein	29139	Vombatus ursinus	131	IPR035076	17..99
A0A4X2LGR9	unreviewed	UPAR/Ly6 domain-containing protein	29139	Vombatus ursinus	140	IPR035076	40..109
A0A4X2LGS7	unreviewed	UPAR/Ly6 domain-containing protein	29139	Vombatus ursinus	125	IPR035076	22..99
A0A4X2LJP8	unreviewed	UPAR/Ly6 domain-containing protein	29139	Vombatus ursinus	121	IPR035076	21..90
A0A4X2LQT7	unreviewed	UPAR/Ly6 domain-containing protein	29139	Vombatus ursinus	121	IPR035076	21..92
A0A4Z2CML1	unreviewed	Snake toxin/toxin-like domain-containing protein	6182	Schistosoma japonicum	77	IPR035076	4..67
A0A5F4VQR2	unreviewed	UPAR/Ly6 domain-containing protein	9483	Callithrix jacchus	107	IPR035076	20..84
A0A5F5PHG4	unreviewed	UPAR/Ly6 domain-containing protein	9796	Equus caballus	116	IPR035076	21..92
A0A5F7ZL24	unreviewed	UPAR/Ly6 domain-containing protein	9544	Macaca mulatta	118	IPR035076	23..94
A0A5F8A4Z2	unreviewed	UPAR/Ly6 domain-containing protein	9544	Macaca mulatta	115	IPR035076	16..88
A0A5F8GZR6	unreviewed	Snake toxin/toxin-like domain-containing protein	13616	Monodelphis domestica	124	IPR035076	24..98
A0A5K1IB80	unreviewed	Snake toxin/toxin-like domain-containing protein	6239	Caenorhabditis elegans	161	IPR035076	70..127
A0A5N3W8U0	unreviewed	UPAR/Ly6 domain-containing protein	9888	Muntiacus muntjak	128	IPR035076	25..100
A0A5N3W9G5	unreviewed	UPAR/Ly6 domain-containing protein	9888	Muntiacus muntjak	116	IPR035076	21..92
A0A5N3WAD4	unreviewed	UPAR/Ly6 domain-containing protein	9888	Muntiacus muntjak	122	IPR035076	21..87
A0A5N3XE22	unreviewed	UPAR/Ly6 domain-containing protein	9886	Muntiacus reevesi	116	IPR035076	21..92
A0A5N3XEC3	unreviewed	UPAR/Ly6 domain-containing protein	9886	Muntiacus reevesi	128	IPR035076	25..100
A0A5N3XGA0	unreviewed	UPAR/Ly6 domain-containing protein	9886	Muntiacus reevesi	128	IPR035076	21..93
A0A5N4CGY1	unreviewed	UPAR/Ly6 domain-containing protein	9838	Camelus dromedarius	215	IPR035076	115..188
A0A5N4CH13	unreviewed	UPAR/Ly6 domain-containing protein	9838	Camelus dromedarius	127	IPR035076	26..102
A0A5N4CH58	unreviewed	UPAR/Ly6 domain-containing protein	9838	Camelus dromedarius	116	IPR035076	21..92
A0A643BR53	unreviewed	UPAR/Ly6 domain-containing protein	9770	Balaenoptera physalus	158	IPR035076	51..123
A0A663E1J0	unreviewed	UPAR/Ly6 domain-containing protein	223781	Aquila chrysaetos chrysaetos	126	IPR035076	22..96
A0A663E1P1	unreviewed	UPAR/Ly6 domain-containing protein	223781	Aquila chrysaetos chrysaetos	127	IPR035076	26..97
